73CSV  	
// AQ6373 OPTICAL SPECTRUM ANALYZER //                  
35
"CTRWL", 775.000000
"SPAN", 850.000000
"START WL", 350.000000
"STOP WL",1200.000000
"WLFREQ", 0
"REFL",-35.9
"LSCL", 5.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       8501
"SMPLINTVL",0.1000
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"CHGPT",       1002
"RESCAL0_0",       9913
"RESCAL0_1",       -683
"RESCAL0_2",     431913
"RESCAL1_0",      10163
"RESCAL1_1",       3144
"RESCAL1_2",   -1990641
"CORESIZE", 0









"[TRACE DATA]"
 350.0000, -60.849
 350.1000, -59.840
 350.2000, -60.393
 350.3000, -60.107
 350.4000, -61.203
 350.5000, -60.616
 350.6000, -60.570
 350.7000, -60.597
 350.8000, -60.905
 350.9000, -60.284
 351.0000, -59.827
 351.1000, -60.141
 351.2000, -62.127
 351.3000, -60.123
 351.4000, -60.995
 351.5000, -59.576
 351.6000, -60.252
 351.7000, -60.258
 351.8000, -60.066
 351.9000, -59.394
 352.0000, -61.858
 352.1000, -60.556
 352.2000, -60.079
 352.3000, -59.948
 352.4000, -60.169
 352.5000, -60.445
 352.6000, -60.233
 352.7000, -60.462
 352.8000, -59.562
 352.9000, -60.554
 353.0000, -62.119
 353.1000, -60.458
 353.2000, -60.223
 353.3000, -60.988
 353.4000, -60.322
 353.5000, -60.138
 353.6000, -60.263
 353.7000, -60.158
 353.8000, -59.871
 353.9000, -60.378
 354.0000, -59.634
 354.1000, -61.693
 354.2000, -59.859
 354.3000, -60.476
 354.4000, -60.885
 354.5000, -60.758
 354.6000, -61.585
 354.7000, -59.898
 354.8000, -60.943
 354.9000, -61.498
 355.0000, -59.285
 355.1000, -61.838
 355.2000, -60.728
 355.3000, -60.356
 355.4000, -59.875
 355.5000, -60.934
 355.6000, -61.198
 355.7000, -61.273
 355.8000, -59.477
 355.9000, -61.128
 356.0000, -60.321
 356.1000, -61.443
 356.2000, -60.789
 356.3000, -60.481
 356.4000, -61.201
 356.5000, -60.965
 356.6000, -60.456
 356.7000, -61.001
 356.8000, -60.698
 356.9000, -60.590
 357.0000, -61.506
 357.1000, -60.051
 357.2000, -61.137
 357.3000, -61.125
 357.4000, -60.720
 357.5000, -60.781
 357.6000, -61.147
 357.7000, -60.417
 357.8000, -60.240
 357.9000, -59.934
 358.0000, -62.432
 358.1000, -60.901
 358.2000, -60.195
 358.3000, -59.941
 358.4000, -60.623
 358.5000, -61.428
 358.6000, -60.523
 358.7000, -60.542
 358.8000, -61.072
 358.9000, -60.158
 359.0000, -61.498
 359.1000, -61.566
 359.2000, -60.203
 359.3000, -62.710
 359.4000, -60.800
 359.5000, -60.731
 359.6000, -62.284
 359.7000, -60.465
 359.8000, -60.811
 359.9000, -61.022
 360.0000, -60.308
 360.1000, -61.129
 360.2000, -60.519
 360.3000, -59.758
 360.4000, -62.151
 360.5000, -60.129
 360.6000, -60.650
 360.7000, -62.098
 360.8000, -60.252
 360.9000, -61.058
 361.0000, -61.091
 361.1000, -61.228
 361.2000, -60.965
 361.3000, -61.226
 361.4000, -61.610
 361.5000, -60.421
 361.6000, -61.191
 361.7000, -62.068
 361.8000, -62.035
 361.9000, -61.708
 362.0000, -60.376
 362.1000, -60.843
 362.2000, -60.974
 362.3000, -61.374
 362.4000, -61.275
 362.5000, -60.331
 362.6000, -60.829
 362.7000, -61.160
 362.8000, -61.224
 362.9000, -60.610
 363.0000, -62.259
 363.1000, -60.398
 363.2000, -61.002
 363.3000, -61.719
 363.4000, -60.211
 363.5000, -61.568
 363.6000, -61.263
 363.7000, -60.576
 363.8000, -60.896
 363.9000, -60.356
 364.0000, -60.713
 364.1000, -62.622
 364.2000, -61.268
 364.3000, -60.840
 364.4000, -61.178
 364.5000, -60.123
 364.6000, -62.479
 364.7000, -60.111
 364.8000, -61.798
 364.9000, -61.711
 365.0000, -60.194
 365.1000, -61.765
 365.2000, -61.145
 365.3000, -61.350
 365.4000, -60.815
 365.5000, -60.932
 365.6000, -61.258
 365.7000, -60.407
 365.8000, -61.079
 365.9000, -61.929
 366.0000, -61.255
 366.1000, -60.750
 366.2000, -61.434
 366.3000, -60.523
 366.4000, -61.854
 366.5000, -59.889
 366.6000, -61.724
 366.7000, -61.785
 366.8000, -61.028
 366.9000, -61.873
 367.0000, -61.258
 367.1000, -60.535
 367.2000, -62.241
 367.3000, -60.438
 367.4000, -60.367
 367.5000, -61.224
 367.6000, -59.652
 367.7000, -62.034
 367.8000, -62.033
 367.9000, -61.690
 368.0000, -61.523
 368.1000, -60.761
 368.2000, -61.470
 368.3000, -62.775
 368.4000, -60.459
 368.5000, -62.500
 368.6000, -60.455
 368.7000, -60.864
 368.8000, -61.867
 368.9000, -61.394
 369.0000, -62.063
 369.1000, -60.418
 369.2000, -62.077
 369.3000, -60.807
 369.4000, -61.224
 369.5000, -62.551
 369.6000, -62.894
 369.7000, -61.202
 369.8000, -63.667
 369.9000, -60.360
 370.0000, -62.120
 370.1000, -62.251
 370.2000, -61.158
 370.3000, -62.175
 370.4000, -61.188
 370.5000, -62.031
 370.6000, -61.015
 370.7000, -61.602
 370.8000, -61.784
 370.9000, -61.654
 371.0000, -60.301
 371.1000, -62.885
 371.2000, -61.185
 371.3000, -61.895
 371.4000, -61.613
 371.5000, -61.987
 371.6000, -62.081
 371.7000, -61.169
 371.8000, -61.895
 371.9000, -61.256
 372.0000, -61.235
 372.1000, -61.744
 372.2000, -60.937
 372.3000, -60.800
 372.4000, -63.246
 372.5000, -61.656
 372.6000, -61.082
 372.7000, -61.693
 372.8000, -61.222
 372.9000, -61.465
 373.0000, -61.288
 373.1000, -62.342
 373.2000, -61.796
 373.3000, -60.806
 373.4000, -64.305
 373.5000, -61.206
 373.6000, -61.004
 373.7000, -61.652
 373.8000, -61.734
 373.9000, -61.637
 374.0000, -62.116
 374.1000, -61.602
 374.2000, -63.207
 374.3000, -61.732
 374.4000, -60.776
 374.5000, -62.386
 374.6000, -61.394
 374.7000, -63.475
 374.8000, -61.450
 374.9000, -61.532
 375.0000, -62.360
 375.1000, -61.598
 375.2000, -61.563
 375.3000, -62.651
 375.4000, -61.209
 375.5000, -63.254
 375.6000, -63.104
 375.7000, -61.973
 375.8000, -63.097
 375.9000, -62.411
 376.0000, -62.034
 376.1000, -61.631
 376.2000, -61.373
 376.3000, -62.209
 376.4000, -61.299
 376.5000, -63.497
 376.6000, -62.356
 376.7000, -61.789
 376.8000, -63.927
 376.9000, -60.392
 377.0000, -62.522
 377.1000, -62.914
 377.2000, -61.420
 377.3000, -62.586
 377.4000, -62.156
 377.5000, -61.905
 377.6000, -62.289
 377.7000, -62.321
 377.8000, -61.921
 377.9000, -62.498
 378.0000, -61.604
 378.1000, -62.701
 378.2000, -61.541
 378.3000, -63.618
 378.4000, -62.234
 378.5000, -61.368
 378.6000, -63.751
 378.7000, -62.334
 378.8000, -61.744
 378.9000, -63.806
 379.0000, -61.262
 379.1000, -62.634
 379.2000, -61.939
 379.3000, -63.583
 379.4000, -63.271
 379.5000, -62.179
 379.6000, -63.243
 379.7000, -63.244
 379.8000, -61.592
 379.9000, -63.483
 380.0000, -61.895
 380.1000, -63.080
 380.2000, -62.661
 380.3000, -62.073
 380.4000, -63.041
 380.5000, -63.190
 380.6000, -64.033
 380.7000, -62.782
 380.8000, -63.013
 380.9000, -62.458
 381.0000, -62.702
 381.1000, -62.851
 381.2000, -63.228
 381.3000, -61.921
 381.4000, -63.214
 381.5000, -62.834
 381.6000, -63.339
 381.7000, -63.336
 381.8000, -62.738
 381.9000, -62.737
 382.0000, -62.889
 382.1000, -63.134
 382.2000, -63.074
 382.3000, -62.402
 382.4000, -63.029
 382.5000, -63.654
 382.6000, -63.186
 382.7000, -63.697
 382.8000, -62.412
 382.9000, -64.012
 383.0000, -63.029
 383.1000, -62.563
 383.2000, -63.450
 383.3000, -63.084
 383.4000, -63.195
 383.5000, -64.444
 383.6000, -62.133
 383.7000, -63.548
 383.8000, -63.350
 383.9000, -63.043
 384.0000, -64.658
 384.1000, -62.752
 384.2000, -63.647
 384.3000, -62.602
 384.4000, -64.789
 384.5000, -63.341
 384.6000, -62.309
 384.7000, -63.466
 384.8000, -63.884
 384.9000, -62.557
 385.0000, -63.139
 385.1000, -63.045
 385.2000, -63.341
 385.3000, -63.637
 385.4000, -62.881
 385.5000, -64.006
 385.6000, -62.887
 385.7000, -63.344
 385.8000, -62.702
 385.9000, -63.096
 386.0000, -63.407
 386.1000, -62.653
 386.2000, -62.548
 386.3000, -63.897
 386.4000, -64.664
 386.5000, -64.267
 386.6000, -63.420
 386.7000, -63.304
 386.8000, -63.600
 386.9000, -63.324
 387.0000, -64.786
 387.1000, -63.165
 387.2000, -64.176
 387.3000, -64.465
 387.4000, -64.318
 387.5000, -64.157
 387.6000, -64.210
 387.7000, -64.888
 387.8000, -64.014
 387.9000, -63.637
 388.0000, -64.868
 388.1000, -64.107
 388.2000, -63.106
 388.3000, -64.466
 388.4000, -64.537
 388.5000, -63.170
 388.6000, -64.019
 388.7000, -64.205
 388.8000, -63.725
 388.9000, -63.223
 389.0000, -64.591
 389.1000, -64.177
 389.2000, -63.501
 389.3000, -63.184
 389.4000, -65.232
 389.5000, -63.579
 389.6000, -64.393
 389.7000, -63.315
 389.8000, -64.332
 389.9000, -64.454
 390.0000, -63.018
 390.1000, -65.699
 390.2000, -64.347
 390.3000, -64.005
 390.4000, -65.259
 390.5000, -63.661
 390.6000, -64.538
 390.7000, -63.686
 390.8000, -63.207
 390.9000, -63.906
 391.0000, -65.272
 391.1000, -64.859
 391.2000, -64.618
 391.3000, -64.482
 391.4000, -63.796
 391.5000, -63.302
 391.6000, -65.148
 391.7000, -63.443
 391.8000, -63.519
 391.9000, -64.360
 392.0000, -65.000
 392.1000, -64.316
 392.2000, -63.924
 392.3000, -64.586
 392.4000, -64.435
 392.5000, -63.841
 392.6000, -64.352
 392.7000, -63.988
 392.8000, -65.112
 392.9000, -63.826
 393.0000, -64.588
 393.1000, -64.662
 393.2000, -64.771
 393.3000, -64.792
 393.4000, -64.014
 393.5000, -64.263
 393.6000, -64.813
 393.7000, -64.807
 393.8000, -63.555
 393.9000, -65.886
 394.0000, -64.006
 394.1000, -64.411
 394.2000, -65.043
 394.3000, -64.601
 394.4000, -65.612
 394.5000, -64.191
 394.6000, -64.162
 394.7000, -64.513
 394.8000, -64.303
 394.9000, -65.018
 395.0000, -63.813
 395.1000, -64.183
 395.2000, -64.940
 395.3000, -64.107
 395.4000, -64.623
 395.5000, -64.663
 395.6000, -63.521
 395.7000, -64.604
 395.8000, -64.288
 395.9000, -64.640
 396.0000, -65.063
 396.1000, -64.831
 396.2000, -64.581
 396.3000, -64.796
 396.4000, -65.301
 396.5000, -65.236
 396.6000, -64.113
 396.7000, -65.432
 396.8000, -66.083
 396.9000, -65.432
 397.0000, -64.920
 397.1000, -65.008
 397.2000, -65.291
 397.3000, -64.693
 397.4000, -64.948
 397.5000, -65.324
 397.6000, -64.182
 397.7000, -64.835
 397.8000, -65.181
 397.9000, -65.581
 398.0000, -64.905
 398.1000, -64.145
 398.2000, -65.659
 398.3000, -65.374
 398.4000, -64.617
 398.5000, -64.404
 398.6000, -63.670
 398.7000, -65.144
 398.8000, -64.180
 398.9000, -65.438
 399.0000, -66.163
 399.1000, -65.192
 399.2000, -64.599
 399.3000, -65.018
 399.4000, -64.048
 399.5000, -66.666
 399.6000, -64.612
 399.7000, -66.093
 399.8000, -64.968
 399.9000, -63.133
 400.0000, -65.216
 400.1000, -64.627
 400.2000, -65.353
 400.3000, -65.661
 400.4000, -64.095
 400.5000, -65.638
 400.6000, -65.129
 400.7000, -65.612
 400.8000, -64.459
 400.9000, -63.945
 401.0000, -66.587
 401.1000, -64.610
 401.2000, -64.053
 401.3000, -65.590
 401.4000, -65.031
 401.5000, -65.344
 401.6000, -64.835
 401.7000, -64.008
 401.8000, -65.785
 401.9000, -65.280
 402.0000, -65.814
 402.1000, -65.134
 402.2000, -64.817
 402.3000, -65.430
 402.4000, -64.285
 402.5000, -66.360
 402.6000, -65.081
 402.7000, -64.014
 402.8000, -65.635
 402.9000, -65.041
 403.0000, -64.668
 403.1000, -64.718
 403.2000, -64.727
 403.3000, -65.553
 403.4000, -64.855
 403.5000, -64.582
 403.6000, -64.475
 403.7000, -64.444
 403.8000, -65.910
 403.9000, -64.470
 404.0000, -65.880
 404.1000, -65.332
 404.2000, -65.049
 404.3000, -65.017
 404.4000, -65.263
 404.5000, -64.816
 404.6000, -65.345
 404.7000, -65.311
 404.8000, -65.054
 404.9000, -65.516
 405.0000, -66.058
 405.1000, -64.852
 405.2000, -64.955
 405.3000, -66.494
 405.4000, -64.936
 405.5000, -65.536
 405.6000, -64.868
 405.7000, -64.281
 405.8000, -65.272
 405.9000, -64.258
 406.0000, -65.699
 406.1000, -64.854
 406.2000, -64.571
 406.3000, -65.657
 406.4000, -65.366
 406.5000, -64.342
 406.6000, -64.818
 406.7000, -65.341
 406.8000, -65.102
 406.9000, -65.334
 407.0000, -65.317
 407.1000, -65.824
 407.2000, -65.440
 407.3000, -65.623
 407.4000, -64.876
 407.5000, -67.153
 407.6000, -64.245
 407.7000, -64.835
 407.8000, -66.008
 407.9000, -65.607
 408.0000, -65.609
 408.1000, -65.736
 408.2000, -64.266
 408.3000, -64.936
 408.4000, -65.498
 408.5000, -65.344
 408.6000, -64.383
 408.7000, -65.575
 408.8000, -65.554
 408.9000, -64.982
 409.0000, -65.298
 409.1000, -64.953
 409.2000, -63.616
 409.3000, -65.330
 409.4000, -65.163
 409.5000, -65.359
 409.6000, -65.023
 409.7000, -64.688
 409.8000, -65.331
 409.9000, -64.011
 410.0000, -65.653
 410.1000, -65.439
 410.2000, -63.720
 410.3000, -64.677
 410.4000, -64.004
 410.5000, -64.580
 410.6000, -64.531
 410.7000, -65.244
 410.8000, -64.536
 410.9000, -63.949
 411.0000, -65.723
 411.1000, -64.014
 411.2000, -64.441
 411.3000, -64.053
 411.4000, -64.258
 411.5000, -65.062
 411.6000, -64.274
 411.7000, -64.004
 411.8000, -64.620
 411.9000, -63.701
 412.0000, -64.029
 412.1000, -63.945
 412.2000, -64.643
 412.3000, -64.490
 412.4000, -63.823
 412.5000, -65.460
 412.6000, -64.092
 412.7000, -63.710
 412.8000, -64.597
 412.9000, -64.090
 413.0000, -64.668
 413.1000, -64.896
 413.2000, -64.300
 413.3000, -64.344
 413.4000, -64.108
 413.5000, -64.402
 413.6000, -64.009
 413.7000, -63.923
 413.8000, -64.572
 413.9000, -63.720
 414.0000, -64.597
 414.1000, -64.056
 414.2000, -63.829
 414.3000, -63.863
 414.4000, -63.945
 414.5000, -64.613
 414.6000, -63.105
 414.7000, -65.025
 414.8000, -63.916
 414.9000, -65.117
 415.0000, -63.772
 415.1000, -64.133
 415.2000, -64.972
 415.3000, -64.043
